gender,event,medal,athlete,abb,country,grp_id,type,year
Men,100 M Freestyle C4,Bronze,MAROSSY Steve,USA,Unknown,-1,Swimming,1984
Men,100 M Freestyle C5,Gold,DAHL Stephan,DEN,Unknown,-1,Swimming,1984
Men,100 M Freestyle C5,Silver,MANSELL Martin,GBR,Unknown,-1,Swimming,1984
Men,100 M Freestyle C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,-1,Swimming,1984
Men,100 M Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,-1,Swimming,1984
Men,100 M Freestyle C7,Gold,OSLAND Stig,NOR,Unknown,-1,Swimming,1984
Men,100 M Freestyle C7,Silver,CALEGA Sergio,ITA,Unknown,-1,Swimming,1984
Men,100 M Freestyle C7,Bronze,WILCZOCH Alexander,SWE,Unknown,-1,Swimming,1984
Men,100 M Freestyle C8,Gold,ROSELLE Ronald,NED,Unknown,-1,Swimming,1984
Men,100 M Freestyle C8,Silver,SCHNITZER Markus,FRG,Unknown,-1,Swimming,1984
Men,100 M Freestyle C8,Bronze,PAUWELS Hans,BEL,Unknown,-1,Swimming,1984
Men,100 M Freestyle L4,Gold,POULISSE Marcel,NED,Unknown,-1,Swimming,1984
Men,100 M Freestyle L4,Silver,JOFRE Alberto,ESP,Unknown,-1,Swimming,1984
Men,100 M Freestyle L4,Bronze,GILBERT Andrew,GBR,Unknown,-1,Swimming,1984
Men,100 M Freestyle L5,Gold,GOMEZ Alberto,ESP,Unknown,-1,Swimming,1984
Men,100 M Freestyle L5,Silver,TORY Gyorgy,HUN,Unknown,-1,Swimming,1984
Men,100 M Freestyle L5,Bronze,VAN DER MEIJDEN Theo,NED,Unknown,-1,Swimming,1984
Men,100 M Freestyle L6,Gold,CHALMERS Malcom,AUS,Unknown,-1,Swimming,1984
Men,100 M Freestyle L6,Silver,DURCHDEWALD Dieter,FRG,Unknown,-1,Swimming,1984
Men,100 M Freestyle L6,Bronze,BRUER Tom,NOR,Unknown,-1,Swimming,1984
Men,100 M Freestyle 4,Gold,OLSSON Anders,SWE,Unknown,-1,Swimming,1984
Men,100 M Freestyle 4,Silver,PINTO Shlomo,ISR,Unknown,-1,Swimming,1984
Men,100 M Freestyle 4,Bronze,WIEDEMAN P.,FRG,Unknown,-1,Swimming,1984
Men,100 M Freestyle 5,Gold,RYDING Wayne,AUS,Unknown,-1,Swimming,1984
Men,100 M Freestyle 5,Silver,HEIJNEN H.,NED,Unknown,-1,Swimming,1984
Men,100 M Freestyle 5,Bronze,AMORIM Marcelo,BRA,Unknown,-1,Swimming,1984
Men,100 M Freestyle 6,Gold,HAINEY Tomas,CAN,Unknown,-1,Swimming,1984
Men,100 M Freestyle 6,Gold,BERGMAN Uri,ISR,Unknown,-1,Swimming,1984
Men,100 M Freestyle 6,Bronze,DUNNE Gerard,IRL,Unknown,-1,Swimming,1984
Men,200 M Freestyle C4,Gold,SURGEONER Robin,GBR,Unknown,-1,Swimming,1984
Men,200 M Freestyle C4,Silver,HIGGINS Joe,CAN,Unknown,-1,Swimming,1984
Men,200 M Freestyle C4,Bronze,ADLER Kare,NOR,Unknown,-1,Swimming,1984
Men,200 M Freestyle C5,Gold,DAHL Stephan,DEN,Unknown,-1,Swimming,1984
Men,200 M Freestyle C5,Silver,MANSELL Martin,GBR,Unknown,-1,Swimming,1984
Men,200 M Freestyle C5,Bronze,CHRISTENSEN Anders,DEN,Unknown,-1,Swimming,1984
Men,200 M Freestyle C6,Gold,WALDEN Robert,AUS,Unknown,-1,Swimming,1984
Men,200 M Freestyle C7,Gold,OSLAND Stig,NOR,Unknown,-1,Swimming,1984
Men,200 M Freestyle C7,Silver,PITTENS Eric,NED,Unknown,-1,Swimming,1984
Men,200 M Freestyle C7,Bronze,WILCZOCH Alexander,SWE,Unknown,-1,Swimming,1984
Men,200 M Freestyle C8,Gold,MAYR Karl,AUT,Unknown,-1,Swimming,1984
Men,200 M Freestyle 2,Gold,SZPOJNAROWICZ Marek,POL,Unknown,-1,Swimming,1984
Men,200 M Freestyle 2,Silver,CRICHTON Roly,NZL,Unknown,-1,Swimming,1984
Men,200 M Freestyle 2,Bronze,DURIEUX Jean Marc,FRA,Unknown,-1,Swimming,1984
Men,200 M Freestyle 3,Gold,PAWLOWSKI Arkadiusz,POL,Unknown,-1,Swimming,1984
Men,200 M Freestyle 3,Silver,OWCZAREK Miroslaw,POL,Unknown,-1,Swimming,1984
Men,200 M Freestyle 3,Bronze,AIT AISSA Mohamed,FRA,Unknown,-1,Swimming,1984
Men,400 M Freestyle A2,Gold,RUBNER Bernd,FRG,Unknown,-1,Swimming,1984
Men,400 M Freestyle A2,Silver,QUENNEVILLE Dennis,CAN,Unknown,-1,Swimming,1984
Men,400 M Freestyle A2,Bronze,CHRYCZYK Jan,POL,Unknown,-1,Swimming,1984
Men,400 M Freestyle A4,Gold,GUDGEON Gary,AUS,Unknown,-1,Swimming,1984
Men,400 M Freestyle A4,Silver,ERYD Sven,SWE,Unknown,-1,Swimming,1984
Men,400 M Freestyle A4,Bronze,BOLOTIN Ron,ISR,Unknown,-1,Swimming,1984
Men,400 M Freestyle B1,Gold,SJOGREN Hans,SWE,Unknown,-1,Swimming,1984
Men,400 M Freestyle B1,Silver,MCISAAC Timothy,CAN,Unknown,-1,Swimming,1984
Men,400 M Freestyle B1,Bronze,MUIRHEAD James,GBR,Unknown,-1,Swimming,1984
Men,400 M Freestyle B2,Gold,MORGAN John,USA,Unknown,-1,Swimming,1984
Men,400 M Freestyle B2,Silver,GRENON Lee,CAN,Unknown,-1,Swimming,1984
Men,400 M Freestyle B2,Bronze,ERIKSSON Anders,SWE,Unknown,-1,Swimming,1984
Men,400 M Freestyle B3,Gold,OTHMAR Carsten,FRG,Unknown,-1,Swimming,1984
Men,400 M Freestyle B3,Silver,BLACKBURN Craig,AUS,Unknown,-1,Swimming,1984
Men,400 M Freestyle B3,Bronze,HOYLE Mark,CAN,Unknown,-1,Swimming,1984
Men,400 M Freestyle 4,Gold,PINTO Shlomo,ISR,Unknown,-1,Swimming,1984
Men,400 M Freestyle 4,Silver,NILSSON Gunnar,SWE,Unknown,-1,Swimming,1984
Men,400 M Freestyle 5,Gold,BETEGA G.,FRA,Unknown,-1,Swimming,1984
Men,400 M Freestyle 5,Silver,RYDING Wayne,AUS,Unknown,-1,Swimming,1984
Men,400 M Freestyle 5,Bronze,HEIJNEN H.,NED,Unknown,-1,Swimming,1984
Men,400 M Freestyle 6,Gold,HAINEY Tomas,CAN,Unknown,-1,Swimming,1984
Men,400 M Freestyle 6,Silver,DUNNE Gerard,IRL,Unknown,-1,Swimming,1984
Men,400 M Freestyle 6,Bronze,MICOREC Bernard,FRA,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1A,Gold,KENNY Mike,GBR,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1A,Silver,KANTOLA Pekka,FIN,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1A,Bronze,TIETZE H.,FRG,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1B,Gold,CAIRNS Kenneth,GBR,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1B,Silver,MAKI Eero,FIN,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1B,Bronze,CIRIONI Amedeo,ITA,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1C,Gold,SLECZKA Krzysztof,POL,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1C,Silver,GOODMAN D.,USA,Unknown,-1,Swimming,1984
Men,25 M Backstroke 1C,Bronze,STADDON R.,AUS,Unknown,-1,Swimming,1984
Men,25 M Backstroke C3,Gold,COUGOUILLE Didier,FRA,Unknown,-1,Swimming,1984
Men,25 M Backstroke C3,Silver,WEBER Martin,FRG,Unknown,-1,Swimming,1984
Men,25 M Backstroke C3,Bronze,CREAN Brendan,IRL,Unknown,-1,Swimming,1984
Men,25 M Backstroke C6,Gold,KAUDE Henri,LUX,Unknown,-1,Swimming,1984
Men,25 M Backstroke C6,Silver,MCKAY William Maxwell,GBR,Unknown,-1,Swimming,1984
Men,25 M Backstroke C6,Bronze,MURRAY J.,GBR,Unknown,-1,Swimming,1984
Men,25 M Backstroke L1,Gold,PETERSSON John,DEN,Unknown,-1,Swimming,1984
Men,25 M Backstroke L1,Silver,JACQUOT Pascal,FRA,Unknown,-1,Swimming,1984
Men,25 M Backstroke L1,Bronze,ELLEFSEN Lauritz,NOR,Unknown,-1,Swimming,1984
Men,25 M Backstroke L2,Gold,LANDRA Michel,FRA,Unknown,-1,Swimming,1984
Men,25 M Backstroke L2,Silver,MACRI Mickey,CAN,Unknown,-1,Swimming,1984
Men,50 M Backstroke A5,Gold,KOZON Bogdan,POL,Unknown,-1,Swimming,1984
Men,50 M Backstroke A5,Silver,BRAND Andreas,FRG,Unknown,-1,Swimming,1984
Men,50 M Backstroke A5,Bronze,FOPPOLO David,FRA,Unknown,-1,Swimming,1984
Men,50 M Backstroke A9,Gold,HILDEBRANDT Frits,NED,Unknown,-1,Swimming,1984
Men,50 M Backstroke A9,Silver,NORDTVEDT Tom,NOR,Unknown,-1,Swimming,1984
Men,50 M Backstroke A9,Bronze,MIKELIN Roko,YUG,Unknown,-1,Swimming,1984
Men,50 M Backstroke C4,Gold,SURGEONER Robin,GBR,Unknown,-1,Swimming,1984
Men,50 M Backstroke C4,Silver,JENSEN Jorn Ole,DEN,Unknown,-1,Swimming,1984
Men,50 M Backstroke C4,Bronze,HIGGINS Joe,CAN,Unknown,-1,Swimming,1984
Men,50 M Backstroke C5,Gold,MANSELL Martin,GBR,Unknown,-1,Swimming,1984
Men,50 M Backstroke C5,Silver,DAHL Stephan,DEN,Unknown,-1,Swimming,1984
Men,50 M Backstroke C5,Bronze,QUICKERT Michael,FRG,Unknown,-1,Swimming,1984
Men,50 M Backstroke C7,Gold,PITTENS Eric,NED,Unknown,-1,Swimming,1984
Men,50 M Backstroke C7,Silver,METTRAUX Regis,SUI,Unknown,-1,Swimming,1984
Men,50 M Backstroke C7,Bronze,HAMPSHIRE Chris,GBR,Unknown,-1,Swimming,1984
Men,50 M Backstroke C8,Gold,PARRY Bill,CAN,Unknown,-1,Swimming,1984
Men,50 M Backstroke C8,Silver,MOWERY Charles,USA,Unknown,-1,Swimming,1984
